sig_idx,time,pattern,direction,entry_claimed,entry_honest,stop_claimed,target,conf,bars_since_break,hindsight_gap_pct,htf_aligned,chop_idx,vol_spike,outcome,pl_pct,r,bars_held
310,1781201700,Bear Pennant,short,9.7102,9.4342,10.682508823529412,5.820964705882354,6,1,2.8424,False,57.34,False,sl,-9.7748,-1.021,11
332,1781221500,Bear Pennant,short,9.5465,8.6144,10.621104411764705,5.248082352941178,6,20,9.7638,False,37.78,False,sl,-9.9694,-1.02,0
390,1781273700,Bull Flag,long,8.4963,9.7165,7.586640104166666,12.134939583333335,7,1,14.3615,False,41.74,True,sl,-6.4225,-1.032,14
410,1781291700,Bear Pennant,short,9.6975,9.2164,10.979328846153845,4.570184615384618,7,5,4.9611,False,41.43,True,tp,50.2125,3.984,241
703,1781555400,Bull Pennant,long,3.9089,4.0337,3.3704,6.0629,6,1,3.1927,False,59.07,False,sl,-12.7765,-1.016,46
814,1781655300,Bull Pennant,long,2.4515,2.5288,1.9662448630136984,4.392520547945206,6,1,3.1532,False,54.63,False,sl,-18.625,-1.011,24
885,1781719200,Bull Pennant,long,1.7207,1.7464,1.3767169999999997,3.096632,6,1,1.4936,False,48.92,False,tp,77.1152,3.99,1285
2172,1782877500,Bull Pennant,long,2.9748,3.3204,2.7919631578947373,3.7061473684210524,9,1,11.6176,True,31.74,True,sl,-3.1044,-1.069,0
2186,1782890100,Bear Pennant,short,3.1192,2.9829,3.4138715116279075,1.940513953488372,7,4,4.3697,False,39.48,True,sl,-8.9363,-1.023,161
2367,1783053000,Bear Flag,short,3.1053,3.1,3.2265613207547172,2.620254716981132,7,2,0.1707,False,60.71,True,tp,15.2757,3.948,47
2427,1783107000,Bull Pennant,long,2.7468,2.7976,2.5869377192982457,3.3862491228070177,6,1,1.8494,False,45.14,False,sl,-5.4603,-1.038,17
2471,1783146600,Bull Pennant,long,2.7679,2.8964,2.68878125,3.084375,7,1,4.6425,False,40.63,True,sl,-1.8225,-1.123,20
2521,1783191600,Bear Flag,short,2.9852,2.9342,3.1110223684210525,2.4819105263157892,6,5,1.7084,False,61.68,False,tp,15.2144,3.948,144
2709,1783360800,Bull Pennant,long,2.432,2.5043,2.3107749999999996,2.9169000000000005,6,2,2.9729,False,50.4,False,sl,-4.3189,-1.049,93
2806,1783448100,Inv Cup & Handle,short,2.4144,2.3862,2.4831361111111114,2.1394555555555557,8,1,1.168,True,54.91,False,sl,-2.7851,-1.077,9
2822,1783462500,Bull Pennant,long,2.4681,2.4985,2.3907636363636366,2.7774454545454543,7,1,1.2317,False,44.67,True,sl,-2.9911,-1.072,4
2844,1783482300,Double Top,short,2.3464,2.332,2.3932625,2.15895,9,1,0.6137,True,36.93,True,sl,-2.0552,-1.108,2
2873,1783508400,Rectangle,short,2.3033,2.1528,2.3443250000000004,2.1391999999999993,9,4,6.5341,True,30.75,True,sl,-0.3579,-2.266,0
2944,1783572300,Bear Pennant,short,2.2557,2.2466,2.34517375,1.897805,8,2,0.4034,True,59.71,False,sl,-4.0814,-1.052,89
3073,1783688400,Double Bottom,long,2.363,2.3741,2.308975,2.5790999999999995,7,1,0.4697,False,50.92,True,sl,-2.3587,-1.093,0
3137,1783746000,Bear Flag,short,2.6379,2.6819,2.7871719178082195,2.0408123287671236,7,1,-1.668,False,59.68,True,sl,-6.1761,-1.033,2
3146,1783754100,Double Bottom,long,2.7259,2.8478,2.6752625000000005,2.9284499999999998,9,6,4.4719,True,39.67,True,sl,-0.908,-1.282,0
3168,1783773900,Cup & Handle,long,2.8879,2.9568,2.865975,2.9755999999999996,9,20,2.3858,True,51.22,True,sl,-0.359,-2.258,0
