sig_idx,time,pattern,direction,entry_claimed,entry_honest,stop_claimed,target,conf,bars_since_break,hindsight_gap_pct,htf_aligned,chop_idx,vol_spike,outcome,pl_pct,r,bars_held
318,1781198400,Double Top,short,55.993,56.16,56.231125000000006,55.0405,6,1,-0.2983,False,47.3,False,sl,-3.2,-1.067,1
327,1781201100,Double Bottom,long,56.997,57.631,56.609875,58.54549999999999,7,7,1.1123,False,35.02,True,tp,3.8,1.267,216
581,1781277300,Double Bottom,long,60.492,60.947,59.989124999999994,62.5035,8,1,0.7522,True,46.45,False,sl,-3.2,-1.067,105
728,1781321400,Double Top,short,59.13,58.417,59.548500000000004,57.456,7,2,1.2058,False,29.95,True,sl,-3.2,-1.067,131
938,1781384400,Ascending Triangle,long,59.932,59.972,59.163184210526325,63.00726315789473,8,1,0.0667,True,59.41,False,tp,3.8,1.267,295
1274,1781485200,Cup & Handle,long,63.913,63.244,62.57203225806451,69.27687096774193,8,15,-1.0467,True,53.39,False,tp,3.8,1.267,36
1373,1781514900,Ascending Triangle,long,66.081,66.121,65.47935256410257,68.48758974358972,8,1,0.0605,True,47.45,False,tp,3.8,1.267,216
1591,1781580300,Double Bottom,long,67.892,69.192,67.66874999999999,68.785,9,4,1.9148,True,32.18,True,tp,3.8,1.267,25
1667,1781603100,Bear Pennant,short,72.8,73.628,74.50128260869565,65.99486956521739,7,20,-1.1374,False,60.99,True,sl,-3.2,-1.067,12
1690,1781610000,Bear Flag,short,73.459,75.039,75.40978260869565,65.6558695652174,6,20,-2.1509,False,52.88,False,tp,3.8,1.267,279
1971,1781694300,Double Top,short,72.255,71.427,72.577125,70.9665,7,1,1.1459,False,36.24,True,sl,-3.2,-1.067,54
2071,1781724300,Bear Flag,short,72.707,71.929,74.21803409090907,66.66286363636365,7,1,1.07,False,37.19,True,tp,3.8,1.267,111
2209,1781765700,Bull Pennant,long,70.781,71.244,69.5727,75.61420000000003,6,1,0.6541,False,34.76,False,sl,-3.2,-1.067,94
2323,1781799900,Triple Top,short,69.354,67.405,69.891775,67.20290000000001,8,17,2.8102,True,48.25,False,sl,-3.2,-1.067,273
2608,1781885400,Double Bottom,long,69.725,70.588,69.25937499999999,71.5875,6,1,1.2377,False,40.85,False,sl,-3.2,-1.067,128
2745,1781926500,Bull Flag,long,69.07,69.162,68.59818478260868,70.95726086956522,7,1,0.1332,False,48.25,True,sl,-3.2,-1.067,510
3323,1782099900,Rectangle,short,67.231,65.645,67.673125,65.4625,9,8,2.359,True,22.19,True,sl,-3.2,-1.067,51
3383,1782117900,Inv Head & Shoulders,long,66.567,67.456,66.1442957317073,68.25781707317073,7,20,1.3355,False,56.66,True,sl,-3.2,-1.067,251
3638,1782194400,Descending Triangle,short,65.176,65.251,65.87485267857143,62.38058928571431,9,1,-0.1151,True,30.52,True,tp,3.8,1.267,43
3700,1782213000,Bull Pennant,long,62.647,62.682,61.39731465517241,67.64574137931035,7,1,0.0559,False,49.88,True,sl,-3.2,-1.067,191
3962,1782291600,Ascending Triangle,long,62.443,62.454,61.52294486768243,66.12322052927026,7,1,0.0176,False,48.25,True,sl,-3.2,-1.067,55
4046,1782316800,Inv Cup & Handle,short,60.018,60.174,60.96952702702703,56.211891891891895,9,1,-0.2599,True,47.97,True,sl,-3.2,-1.067,51
4169,1782353700,Bear Flag,short,63.398,63.443,64.68276470588236,58.258941176470586,7,1,-0.071,False,57.07,True,tp,3.8,1.267,137
4307,1782395100,Double Top,short,62.24,60.97,62.539125000000006,61.043499999999995,7,1,2.0405,False,20.86,True,sl,-3.2,-1.067,43
