sig_idx,time,pattern,direction,entry_claimed,entry_honest,stop_claimed,target,conf,bars_since_break,hindsight_gap_pct,htf_aligned,chop_idx,vol_spike,outcome,pl_pct,r,bars_held
354,1781241300,Bear Pennant,short,58.722,58.674,59.61604285714286,55.14582857142857,7,1,0.0817,False,57.82,True,tp,1.8,0.6,4
443,1781321400,Bear Pennant,short,59.193,58.525,60.58506818181818,53.62472727272727,7,1,1.1285,False,47.04,True,tp,1.8,0.6,6
461,1781337600,Bull Flag,long,58.469,58.944,57.18434285714286,63.60762857142856,6,5,0.8124,False,44.62,False,tp,1.8,0.6,24
524,1781394300,Double Bottom,long,60.522,60.703,60.019375,62.5325,8,1,0.2991,True,44.28,False,tp,1.8,0.6,86
658,1781514900,Cup & Handle,long,65.992,65.931,64.21402112676057,73.10391549295774,8,1,-0.0924,True,42.5,False,tp,1.8,0.6,3
677,1781532000,Bear Flag,short,67.207,67.224,69.3393989361702,58.677404255319146,7,1,-0.0253,False,55.99,True,sl,-3.2,-1.067,52
730,1781579700,Bull Flag,long,67.493,69.192,66.56174999999999,71.218,9,1,2.5173,True,39.04,True,tp,1.8,0.6,6
753,1781600400,Bull Flag,long,69.753,73.418,68.22175,75.87800000000001,8,20,5.2543,True,51.84,False,tp,1.8,0.6,4
758,1781604900,Double Bottom,long,71.793,74.828,71.42737500000001,70.3305,8,20,4.2274,True,42.57,False,tp,1.8,0.6,1
819,1781659800,Head & Shoulders,short,73.429,74.041,75.36885802469136,65.66956790123457,6,3,-0.8335,False,60.39,False,tp,1.8,0.6,28
926,1781756100,Head & Shoulders,short,70.988,69.432,72.782375,63.810500000000005,7,1,2.1919,False,34.32,True,sl,-3.2,-1.067,11
942,1781770500,Bull Pennant,long,71.541,72.347,69.59473529411764,79.32605882352942,6,1,1.1266,False,37.46,False,sl,-3.2,-1.067,22
973,1781798400,Double Top,short,68.295,67.244,69.37287500000001,63.98349999999999,9,1,1.5389,True,34.52,True,sl,-3.2,-1.067,16
1022,1781842500,Double Top,short,66.8,66.903,67.081125,65.6755,9,1,-0.1542,True,57.31,True,sl,-3.2,-1.067,36
1106,1781918100,Bear Flag,short,69.26,68.991,70.59810869565219,63.907565217391294,7,1,0.3884,False,50.38,True,sl,-3.2,-1.067,34
1209,1782010800,Descending Triangle,short,70.04,70.003,70.61381250000001,67.74475000000001,6,1,0.0528,False,46.16,False,tp,1.8,0.6,18
1257,1782054000,Inv Head & Shoulders,long,68.094,68.504,67.53573055555555,70.32707777777779,6,1,0.6021,False,45.89,False,sl,-3.2,-1.067,49
1309,1782100800,Double Top,short,66.144,65.798,66.59437500000001,64.3425,9,1,0.5231,True,32.7,True,sl,-3.2,-1.067,15
1340,1782128700,Bull Pennant,long,67.572,68.085,66.64890178571429,71.26439285714285,6,3,0.7592,False,47.3,False,tp,1.8,0.6,6
1380,1782164700,Descending Triangle,short,67.032,66.752,68.0728335123523,62.86866595059075,8,1,0.4177,True,35.66,False,tp,1.8,0.6,31
1413,1782194400,Inv Cup & Handle,short,65.455,64.228,66.39210256410256,61.70658974358976,9,1,1.8746,True,28.86,True,tp,1.8,0.6,8
1456,1782233100,Inv Cup & Handle,short,62.004,62.451,63.68983333333333,55.260666666666665,9,4,-0.7209,True,50.63,True,tp,1.8,0.6,40
1501,1782273600,Double Top,short,61.596,61.093,61.99187499999999,60.0125,9,4,0.8166,True,34.08,True,sl,-3.2,-1.067,30
1533,1782302400,Bull Pennant,long,62.592,62.462,61.911500000000004,65.314,7,1,-0.2077,False,47.69,True,sl,-3.2,-1.067,5
1579,1782343800,Double Bottom,long,63.536,63.78,62.725500000000004,66.77799999999999,7,1,0.384,False,35.44,True,sl,-3.2,-1.067,55
1636,1782395100,Double Top,short,63.01,58.9,63.550374999999995,60.8485,7,1,6.5228,False,23.75,True,sl,-3.2,-1.067,0
1704,1782456300,Sym Triangle,long,63.04,63.74,60.482486111111115,73.27005555555553,6,1,1.1104,False,55.81,False,tp,1.8,0.6,3
1718,1782468900,Triple Top,short,62.67,62.369,64.30176923076922,56.14292307692308,7,1,0.4803,False,36.53,True,tp,1.8,0.6,11
1775,1782520200,Sym Triangle,short,64.173,63.462,65.65970967741936,58.22616129032258,6,1,1.1079,False,54.26,False,tp,1.8,0.6,77
1897,1782630000,Bull Pennant,long,62.032,62.371,61.27749019607843,65.05003921568627,6,2,0.5465,False,57.98,False,tp,1.8,0.6,109
2012,1782733500,Double Bottom,long,63.521,63.376,63.28425,64.46799999999999,7,5,-0.2283,False,46.52,True,tp,1.8,0.6,4
2029,1782748800,Ascending Triangle,long,63.376,64.804,62.87019004524887,65.39923981900452,9,16,2.2532,True,59.76,True,tp,1.8,0.6,4
2034,1782753300,Triple Bottom,long,64.308,66.345,63.93525000000001,65.799,8,20,3.1676,True,40.37,False,tp,1.8,0.6,17
2054,1782771300,Double Bottom,long,65.737,66.871,65.41975,64.46799999999999,8,20,1.7251,True,39.55,False,sl,-3.2,-1.067,55
2115,1782826200,Double Top,short,64.846,65.027,65.184375,63.49250000000001,7,3,-0.2791,False,48.57,True,tp,1.8,0.6,45
2162,1782868500,Descending Triangle,short,64.273,63.819,64.75175,62.35799999999999,7,1,0.7064,False,38.58,True,sl,-3.2,-1.067,9
2240,1782938700,Rectangle,short,62.632,62.34,63.289249999999996,60.003,9,1,0.4662,True,32.55,True,sl,-3.2,-1.067,5
2273,1782968400,Bull Pennant,long,63.698,63.81,62.97254166666667,66.59983333333332,6,1,0.1758,False,46.28,False,tp,1.8,0.6,26
2327,1783017000,Cup & Handle,long,66.44,66.659,65.23152027027027,71.27391891891892,8,1,0.3296,True,42.17,False,tp,1.8,0.6,57
2464,1783140300,Ascending Triangle,long,71.954,71.586,70.93508333333332,76.02966666666667,8,1,-0.5114,True,35.95,False,sl,-3.2,-1.067,56
2545,1783213200,Double Top,short,69.544,69.107,69.915375,68.05850000000001,6,1,0.6284,False,46.75,False,sl,-3.2,-1.067,80
2645,1783303200,Ascending Triangle,long,70.907,71.547,70.70287408637873,71.72350365448504,9,20,0.9026,True,48.99,True,sl,-3.2,-1.067,39
2701,1783353600,Bull Pennant,long,70.71,71.065,69.81295121951219,74.29819512195121,8,1,0.5021,True,38.2,False,tp,1.8,0.6,79
2782,1783426500,Double Bottom,long,71.946,72.196,71.413625,74.07549999999999,9,1,0.3475,True,43.41,True,sl,-3.2,-1.067,26
2809,1783450800,Double Top,short,71.334,69.948,71.934375,68.9325,7,1,1.943,False,35.59,True,tp,1.8,0.6,25
2890,1783523700,Descending Triangle,short,67.413,66.84,68.86492708333333,61.60529166666666,9,1,0.85,True,36.94,True,sl,-3.2,-1.067,163
3055,1783672200,Ascending Triangle,long,68.464,68.577,67.9045625,70.70175,7,1,0.1651,False,36.17,True,sl,-3.2,-1.067,82
