code_id,code_name,symbol,timeframe,risk_model,period_start,period_end,is_oos,trades,win_rate_pct,profit_factor,net_profit_pct,max_dd_pct,avg_r,verdict,notes
3,macross,BEATUSDT,5m,crypto_sl3_tp4,2026-06-11,2026-07-11,IS,115,45.2,0.98,-10.38,-33.99,-0.012,borderline,"1-month window, costs included"
3,macross,BEATUSDT,5m,native_flip,2026-06-11,2026-07-11,IS,142,31.7,1.12,1.72,-72.08,,promising,"1-month window, costs included"
1,utbot,BEATUSDT,15m,crypto_sl1_tp2,2026-06-11,2026-07-11,IS,333,32.7,0.73,-53.22,-55.14,-0.218,fail,"1-month window, costs included"
1,utbot,BEATUSDT,15m,crypto_sl1_tp4,2026-06-11,2026-07-11,IS,316,24.7,1.04,3.64,-39.53,0.034,borderline,"1-month window, costs included"
1,utbot,BEATUSDT,15m,crypto_sl3_tp2,2026-06-11,2026-07-11,IS,271,57.2,0.75,-63.49,-69.01,-0.113,fail,"1-month window, costs included"
1,utbot,BEATUSDT,15m,crypto_sl3_tp4,2026-06-11,2026-07-11,IS,237,40.5,0.81,-63.41,-72.32,-0.122,fail,"1-month window, costs included"
1,utbot,BEATUSDT,15m,native_flip,2026-06-11,2026-07-11,IS,338,31.4,0.91,-64.82,-75.76,,fail,"1-month window, costs included"
2,alphatrend,BEATUSDT,15m,crypto_sl1_tp2,2026-06-11,2026-07-11,IS,71,50.7,1.54,24.57,-6.5,0.321,promising,"1-month window, costs included"
2,alphatrend,BEATUSDT,15m,crypto_sl1_tp4,2026-06-11,2026-07-11,IS,71,35.2,1.72,45.8,-12.34,0.561,promising,"1-month window, costs included"
2,alphatrend,BEATUSDT,15m,crypto_sl3_tp2,2026-06-11,2026-07-11,IS,71,74.6,1.66,43.35,-15.45,0.177,promising,"1-month window, costs included"
2,alphatrend,BEATUSDT,15m,crypto_sl3_tp4,2026-06-11,2026-07-11,IS,70,57.1,1.58,67.55,-16.14,0.267,promising,"1-month window, costs included"
2,alphatrend,BEATUSDT,15m,native_flip,2026-06-11,2026-07-11,IS,70,45.7,1.31,40.12,-52.25,,promising,"1-month window, costs included"
3,macross,BEATUSDT,15m,crypto_sl1_tp2,2026-06-11,2026-07-11,IS,62,48.4,1.41,16.05,-7.62,0.252,promising,"1-month window, costs included"
3,macross,BEATUSDT,15m,crypto_sl1_tp4,2026-06-11,2026-07-11,IS,62,35.5,1.74,40.16,-9.11,0.574,promising,"1-month window, costs included"
3,macross,BEATUSDT,15m,crypto_sl3_tp2,2026-06-11,2026-07-11,IS,62,62.9,0.95,-5.09,-23.23,-0.018,borderline,"1-month window, costs included"
3,macross,BEATUSDT,15m,crypto_sl3_tp4,2026-06-11,2026-07-11,IS,62,51.6,1.27,24.33,-18.44,0.138,promising,"1-month window, costs included"
3,macross,BEATUSDT,15m,native_flip,2026-06-11,2026-07-11,IS,61,24.6,0.54,-82.04,-86.05,,fail,"1-month window, costs included"
1,utbot,BEATUSDT,1h,crypto_sl1_tp2,2026-06-11,2026-07-11,IS,76,50.0,1.5,24.5,-6.5,0.3,promising,"1-month window, costs included"
1,utbot,BEATUSDT,1h,crypto_sl1_tp4,2026-06-11,2026-07-11,IS,76,43.4,2.43,103.73,-8.1,0.971,promising,"1-month window, costs included"
1,utbot,BEATUSDT,1h,crypto_sl3_tp2,2026-06-11,2026-07-11,IS,76,59.2,0.82,-18.57,-30.8,-0.08,fail,"1-month window, costs included"
1,utbot,BEATUSDT,1h,crypto_sl3_tp4,2026-06-11,2026-07-11,IS,76,48.7,1.13,11.8,-26.02,0.069,promising,"1-month window, costs included"
1,utbot,BEATUSDT,1h,native_flip,2026-06-11,2026-07-11,IS,75,48.0,1.06,-19.33,-77.96,,borderline,"1-month window, costs included"
2,alphatrend,BEATUSDT,1h,crypto_sl1_tp2,2026-06-11,2026-07-11,IS,18,33.3,0.75,-3.71,-5.86,-0.2,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,1h,crypto_sl1_tp4,2026-06-11,2026-07-11,IS,18,22.2,0.9,-1.96,-8.1,-0.089,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,1h,crypto_sl3_tp2,2026-06-11,2026-07-11,IS,18,44.4,0.45,-16.68,-15.98,-0.326,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,1h,crypto_sl3_tp4,2026-06-11,2026-07-11,IS,18,38.9,0.76,-9.22,-12.2,-0.159,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,1h,native_flip,2026-06-11,2026-07-11,IS,17,29.4,0.62,-59.04,-55.68,,insufficient_n,"1-month window, costs included"
3,macross,BEATUSDT,1h,crypto_sl1_tp2,2026-06-11,2026-07-11,IS,12,25.0,0.5,-5.36,-7.57,-0.45,insufficient_n,"1-month window, costs included"
3,macross,BEATUSDT,1h,crypto_sl1_tp4,2026-06-11,2026-07-11,IS,12,25.0,1.06,0.32,-5.86,0.05,insufficient_n,"1-month window, costs included"
3,macross,BEATUSDT,1h,crypto_sl3_tp2,2026-06-11,2026-07-11,IS,12,41.7,0.4,-12.93,-18.93,-0.372,insufficient_n,"1-month window, costs included"
3,macross,BEATUSDT,1h,crypto_sl3_tp4,2026-06-11,2026-07-11,IS,12,41.7,0.85,-4.03,-17.33,-0.094,insufficient_n,"1-month window, costs included"
3,macross,BEATUSDT,1h,native_flip,2026-06-11,2026-07-11,IS,11,27.3,0.86,-36.96,-66.46,,insufficient_n,"1-month window, costs included"
1,utbot,BEATUSDT,4h,crypto_sl1_tp2,2026-06-11,2026-07-11,IS,20,35.0,0.81,-3.16,-5.86,-0.15,insufficient_n,"1-month window, costs included"
1,utbot,BEATUSDT,4h,crypto_sl1_tp4,2026-06-11,2026-07-11,IS,20,35.0,1.71,10.97,-5.86,0.55,insufficient_n,"1-month window, costs included"
1,utbot,BEATUSDT,4h,crypto_sl3_tp2,2026-06-11,2026-07-11,IS,20,45.0,0.46,-17.9,-18.16,-0.317,insufficient_n,"1-month window, costs included"
1,utbot,BEATUSDT,4h,crypto_sl3_tp4,2026-06-11,2026-07-11,IS,20,45.0,0.97,-2.19,-9.3,-0.017,insufficient_n,"1-month window, costs included"
1,utbot,BEATUSDT,4h,native_flip,2026-06-11,2026-07-11,IS,19,42.1,0.99,-25.02,-31.5,,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,4h,crypto_sl1_tp2,2026-06-11,2026-07-11,IS,4,0.0,0.0,-4.71,-3.56,-1.2,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,4h,crypto_sl1_tp4,2026-06-11,2026-07-11,IS,4,0.0,0.0,-4.71,-3.56,-1.2,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,4h,crypto_sl3_tp2,2026-06-11,2026-07-11,IS,4,25.0,0.19,-7.66,-6.3,-0.65,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,4h,crypto_sl3_tp4,2026-06-11,2026-07-11,IS,4,25.0,0.4,-5.85,-6.3,-0.483,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,4h,native_flip,2026-06-11,2026-07-11,IS,3,66.7,5.29,42.58,-11.2,,insufficient_n,"1-month window, costs included"
3,macross,BEATUSDT,4h,crypto_sl1_tp2,2026-06-11,2026-07-11,IS,3,33.3,0.75,-0.63,-2.39,-0.2,insufficient_n,"1-month window, costs included"
3,macross,BEATUSDT,4h,crypto_sl1_tp4,2026-06-11,2026-07-11,IS,3,33.3,1.58,1.32,-2.39,0.467,insufficient_n,"1-month window, costs included"
3,macross,BEATUSDT,4h,crypto_sl3_tp2,2026-06-11,2026-07-11,IS,3,33.3,0.28,-4.61,-6.3,-0.511,insufficient_n,"1-month window, costs included"
3,macross,BEATUSDT,4h,crypto_sl3_tp4,2026-06-11,2026-07-11,IS,3,33.3,0.59,-2.74,-6.3,-0.289,insufficient_n,"1-month window, costs included"
3,macross,BEATUSDT,4h,native_flip,2026-06-11,2026-07-11,IS,2,50.0,1.68,5.95,-12.77,,insufficient_n,"1-month window, costs included"
1,utbot,BEATUSDT,1d,crypto_sl1_tp2,2026-06-11,2026-07-11,IS,2,0.0,0.0,-2.39,-1.2,-1.2,insufficient_n,"1-month window, costs included"
1,utbot,BEATUSDT,1d,crypto_sl1_tp4,2026-06-11,2026-07-11,IS,2,0.0,0.0,-2.39,-1.2,-1.2,insufficient_n,"1-month window, costs included"
1,utbot,BEATUSDT,1d,crypto_sl3_tp2,2026-06-11,2026-07-11,IS,2,0.0,0.0,-6.3,-3.2,-1.067,insufficient_n,"1-month window, costs included"
1,utbot,BEATUSDT,1d,crypto_sl3_tp4,2026-06-11,2026-07-11,IS,2,0.0,0.0,-6.3,-3.2,-1.067,insufficient_n,"1-month window, costs included"
1,utbot,BEATUSDT,1d,native_flip,2026-06-11,2026-07-11,IS,2,50.0,1.64,3.41,-32.54,,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,1d,crypto_sl1_tp2,2026-06-11,2026-07-11,IS,1,0.0,0.0,-1.2,0.0,-1.2,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,1d,crypto_sl1_tp4,2026-06-11,2026-07-11,IS,1,0.0,0.0,-1.2,0.0,-1.2,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,1d,crypto_sl3_tp2,2026-06-11,2026-07-11,IS,1,0.0,0.0,-3.2,0.0,-1.067,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,1d,crypto_sl3_tp4,2026-06-11,2026-07-11,IS,1,0.0,0.0,-3.2,0.0,-1.067,insufficient_n,"1-month window, costs included"
2,alphatrend,BEATUSDT,1d,native_flip,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,BEATUSDT,1d,crypto_sl1_tp2,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,BEATUSDT,1d,crypto_sl1_tp4,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,BEATUSDT,1d,crypto_sl3_tp2,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,BEATUSDT,1d,crypto_sl3_tp4,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,BEATUSDT,1d,native_flip,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
1,utbot,EURUSD,5m,fx_sl3_rr1,2026-06-11,2026-07-11,IS,722,53.5,0.53,-5.48,-5.59,-0.297,fail,"1-month window, costs included"
1,utbot,EURUSD,5m,fx_sl3_rr2,2026-06-11,2026-07-11,IS,559,40.1,0.8,-2.39,-2.85,-0.165,fail,"1-month window, costs included"
1,utbot,EURUSD,5m,fx_sl5_rr1,2026-06-11,2026-07-11,IS,528,53.0,0.72,-3.61,-3.84,-0.159,fail,"1-month window, costs included"
1,utbot,EURUSD,5m,fx_sl5_rr2,2026-06-11,2026-07-11,IS,327,30.3,0.63,-4.36,-4.48,-0.312,fail,"1-month window, costs included"
1,utbot,EURUSD,5m,native_flip,2026-06-11,2026-07-11,IS,1068,34.0,0.6,-8.59,-9.07,,fail,"1-month window, costs included"
2,alphatrend,EURUSD,5m,fx_sl3_rr1,2026-06-11,2026-07-11,IS,262,53.4,0.53,-2.02,-2.03,-0.298,fail,"1-month window, costs included"
2,alphatrend,EURUSD,5m,fx_sl3_rr2,2026-06-11,2026-07-11,IS,241,38.2,0.74,-1.39,-1.42,-0.221,fail,"1-month window, costs included"
2,alphatrend,EURUSD,5m,fx_sl5_rr1,2026-06-11,2026-07-11,IS,241,50.6,0.66,-2.16,-2.14,-0.208,fail,"1-month window, costs included"
2,alphatrend,EURUSD,5m,fx_sl5_rr2,2026-06-11,2026-07-11,IS,187,33.2,0.72,-1.82,-1.87,-0.225,fail,"1-month window, costs included"
2,alphatrend,EURUSD,5m,native_flip,2026-06-11,2026-07-11,IS,268,28.4,0.58,-4.3,-4.55,,fail,"1-month window, costs included"
3,macross,EURUSD,5m,fx_sl3_rr1,2026-06-11,2026-07-11,IS,105,51.4,0.49,-0.92,-0.99,-0.338,fail,"1-month window, costs included"
3,macross,EURUSD,5m,fx_sl3_rr2,2026-06-11,2026-07-11,IS,103,35.9,0.67,-0.77,-0.99,-0.289,fail,"1-month window, costs included"
3,macross,EURUSD,5m,fx_sl5_rr1,2026-06-11,2026-07-11,IS,101,51.5,0.68,-0.83,-1.02,-0.19,fail,"1-month window, costs included"
3,macross,EURUSD,5m,fx_sl5_rr2,2026-06-11,2026-07-11,IS,98,31.6,0.68,-1.15,-1.33,-0.271,fail,"1-month window, costs included"
3,macross,EURUSD,5m,native_flip,2026-06-11,2026-07-11,IS,113,33.6,0.68,-2.03,-2.11,,fail,"1-month window, costs included"
1,utbot,EURUSD,15m,fx_sl3_rr1,2026-06-11,2026-07-11,IS,288,52.1,0.5,-2.42,-2.5,-0.325,fail,"1-month window, costs included"
1,utbot,EURUSD,15m,fx_sl3_rr2,2026-06-11,2026-07-11,IS,278,41.0,0.83,-0.99,-1.3,-0.136,fail,"1-month window, costs included"
1,utbot,EURUSD,15m,fx_sl5_rr1,2026-06-11,2026-07-11,IS,265,52.5,0.71,-1.96,-2.16,-0.171,fail,"1-month window, costs included"
1,utbot,EURUSD,15m,fx_sl5_rr2,2026-06-11,2026-07-11,IS,231,36.4,0.83,-1.3,-1.82,-0.129,fail,"1-month window, costs included"
1,utbot,EURUSD,15m,native_flip,2026-06-11,2026-07-11,IS,291,37.5,0.77,-2.32,-2.55,,fail,"1-month window, costs included"
2,alphatrend,EURUSD,15m,fx_sl3_rr1,2026-06-11,2026-07-11,IS,68,42.6,0.35,-0.91,-0.91,-0.514,fail,"1-month window, costs included"
2,alphatrend,EURUSD,15m,fx_sl3_rr2,2026-06-11,2026-07-11,IS,68,36.8,0.7,-0.46,-0.52,-0.264,fail,"1-month window, costs included"
2,alphatrend,EURUSD,15m,fx_sl5_rr1,2026-06-11,2026-07-11,IS,68,42.6,0.48,-1.08,-1.11,-0.367,fail,"1-month window, costs included"
2,alphatrend,EURUSD,15m,fx_sl5_rr2,2026-06-11,2026-07-11,IS,67,29.9,0.62,-0.94,-0.93,-0.324,fail,"1-month window, costs included"
2,alphatrend,EURUSD,15m,native_flip,2026-06-11,2026-07-11,IS,67,40.3,0.54,-2.52,-2.55,,fail,"1-month window, costs included"
3,macross,EURUSD,15m,fx_sl3_rr1,2026-06-11,2026-07-11,IS,32,62.5,0.77,-0.1,-0.16,-0.117,fail,"1-month window, costs included"
3,macross,EURUSD,15m,fx_sl3_rr2,2026-06-11,2026-07-11,IS,32,40.6,0.82,-0.12,-0.29,-0.148,fail,"1-month window, costs included"
3,macross,EURUSD,15m,fx_sl5_rr1,2026-06-11,2026-07-11,IS,32,59.4,0.93,-0.05,-0.2,-0.033,fail,"1-month window, costs included"
3,macross,EURUSD,15m,fx_sl5_rr2,2026-06-11,2026-07-11,IS,32,46.9,1.29,0.26,-0.27,0.186,promising,"1-month window, costs included"
3,macross,EURUSD,15m,native_flip,2026-06-11,2026-07-11,IS,31,35.5,1.2,0.5,-1.27,,promising,"1-month window, costs included"
1,utbot,EURUSD,1h,fx_sl3_rr1,2026-06-11,2026-07-11,IS,68,36.8,0.27,-1.12,-1.15,-0.631,fail,"1-month window, costs included"
1,utbot,EURUSD,1h,fx_sl3_rr2,2026-06-11,2026-07-11,IS,67,32.8,0.58,-0.67,-0.71,-0.382,fail,"1-month window, costs included"
1,utbot,EURUSD,1h,fx_sl5_rr1,2026-06-11,2026-07-11,IS,68,36.8,0.37,-1.43,-1.5,-0.485,fail,"1-month window, costs included"
1,utbot,EURUSD,1h,fx_sl5_rr2,2026-06-11,2026-07-11,IS,67,28.4,0.58,-1.07,-1.15,-0.369,fail,"1-month window, costs included"
1,utbot,EURUSD,1h,native_flip,2026-06-11,2026-07-11,IS,67,38.8,0.74,-1.36,-2.18,,fail,"1-month window, costs included"
2,alphatrend,EURUSD,1h,fx_sl3_rr1,2026-06-11,2026-07-11,IS,20,35.0,0.25,-0.35,-0.33,-0.667,insufficient_n,"1-month window, costs included"
2,alphatrend,EURUSD,1h,fx_sl3_rr2,2026-06-11,2026-07-11,IS,20,35.0,0.64,-0.17,-0.29,-0.317,insufficient_n,"1-month window, costs included"
2,alphatrend,EURUSD,1h,fx_sl5_rr1,2026-06-11,2026-07-11,IS,20,40.0,0.42,-0.37,-0.38,-0.42,insufficient_n,"1-month window, costs included"
2,alphatrend,EURUSD,1h,fx_sl5_rr2,2026-06-11,2026-07-11,IS,20,25.0,0.49,-0.41,-0.43,-0.47,insufficient_n,"1-month window, costs included"
2,alphatrend,EURUSD,1h,native_flip,2026-06-11,2026-07-11,IS,19,26.3,0.77,-0.61,-2.18,,insufficient_n,"1-month window, costs included"
3,macross,EURUSD,1h,fx_sl3_rr1,2026-06-11,2026-07-11,IS,9,55.6,0.58,-0.06,-0.11,-0.256,insufficient_n,"1-month window, costs included"
3,macross,EURUSD,1h,fx_sl3_rr2,2026-06-11,2026-07-11,IS,9,55.6,1.5,0.07,-0.11,0.3,insufficient_n,"1-month window, costs included"
3,macross,EURUSD,1h,fx_sl5_rr1,2026-06-11,2026-07-11,IS,9,66.7,1.27,0.04,-0.16,0.113,insufficient_n,"1-month window, costs included"
3,macross,EURUSD,1h,fx_sl5_rr2,2026-06-11,2026-07-11,IS,9,11.1,0.18,-0.35,-0.37,-0.887,insufficient_n,"1-month window, costs included"
3,macross,EURUSD,1h,native_flip,2026-06-11,2026-07-11,IS,9,11.1,0.54,-1.05,-1.88,,insufficient_n,"1-month window, costs included"
1,utbot,EURUSD,4h,fx_sl3_rr1,2026-06-11,2026-07-11,IS,21,14.3,0.08,-0.59,-0.56,-1.081,insufficient_n,"1-month window, costs included"
1,utbot,EURUSD,4h,fx_sl3_rr2,2026-06-11,2026-07-11,IS,21,14.3,0.2,-0.51,-0.48,-0.938,insufficient_n,"1-month window, costs included"
1,utbot,EURUSD,4h,fx_sl5_rr1,2026-06-11,2026-07-11,IS,21,23.8,0.2,-0.68,-0.63,-0.744,insufficient_n,"1-month window, costs included"
1,utbot,EURUSD,4h,fx_sl5_rr2,2026-06-11,2026-07-11,IS,21,23.8,0.46,-0.46,-0.41,-0.506,insufficient_n,"1-month window, costs included"
1,utbot,EURUSD,4h,native_flip,2026-06-11,2026-07-11,IS,21,23.8,0.44,-1.94,-2.08,,insufficient_n,"1-month window, costs included"
2,alphatrend,EURUSD,4h,fx_sl3_rr1,2026-06-11,2026-07-11,IS,3,0.0,0.0,-0.11,-0.07,-1.367,insufficient_n,"1-month window, costs included"
2,alphatrend,EURUSD,4h,fx_sl3_rr2,2026-06-11,2026-07-11,IS,3,0.0,0.0,-0.11,-0.07,-1.367,insufficient_n,"1-month window, costs included"
2,alphatrend,EURUSD,4h,fx_sl5_rr1,2026-06-11,2026-07-11,IS,3,33.3,0.32,-0.07,-0.05,-0.553,insufficient_n,"1-month window, costs included"
2,alphatrend,EURUSD,4h,fx_sl5_rr2,2026-06-11,2026-07-11,IS,3,33.3,0.74,-0.03,-0.05,-0.22,insufficient_n,"1-month window, costs included"
2,alphatrend,EURUSD,4h,native_flip,2026-06-11,2026-07-11,IS,2,50.0,1.25,0.14,0.0,,insufficient_n,"1-month window, costs included"
3,macross,EURUSD,4h,fx_sl3_rr1,2026-06-11,2026-07-11,IS,5,0.0,0.0,-0.18,-0.14,-1.367,insufficient_n,"1-month window, costs included"
3,macross,EURUSD,4h,fx_sl3_rr2,2026-06-11,2026-07-11,IS,5,0.0,0.0,-0.18,-0.14,-1.367,insufficient_n,"1-month window, costs included"
3,macross,EURUSD,4h,fx_sl5_rr1,2026-06-11,2026-07-11,IS,5,0.0,0.0,-0.27,-0.21,-1.22,insufficient_n,"1-month window, costs included"
3,macross,EURUSD,4h,fx_sl5_rr2,2026-06-11,2026-07-11,IS,5,0.0,0.0,-0.27,-0.21,-1.22,insufficient_n,"1-month window, costs included"
3,macross,EURUSD,4h,native_flip,2026-06-11,2026-07-11,IS,4,25.0,0.46,-0.75,-0.66,,insufficient_n,"1-month window, costs included"
1,utbot,EURUSD,1d,fx_sl3_rr1,2026-06-11,2026-07-11,IS,3,0.0,0.0,-0.11,-0.07,-1.367,insufficient_n,"1-month window, costs included"
1,utbot,EURUSD,1d,fx_sl3_rr2,2026-06-11,2026-07-11,IS,3,0.0,0.0,-0.11,-0.07,-1.367,insufficient_n,"1-month window, costs included"
1,utbot,EURUSD,1d,fx_sl5_rr1,2026-06-11,2026-07-11,IS,3,0.0,0.0,-0.16,-0.11,-1.22,insufficient_n,"1-month window, costs included"
1,utbot,EURUSD,1d,fx_sl5_rr2,2026-06-11,2026-07-11,IS,3,0.0,0.0,-0.16,-0.11,-1.22,insufficient_n,"1-month window, costs included"
1,utbot,EURUSD,1d,native_flip,2026-06-11,2026-07-11,IS,2,50.0,0.16,-0.94,0.0,,insufficient_n,"1-month window, costs included"
2,alphatrend,EURUSD,1d,fx_sl3_rr1,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
2,alphatrend,EURUSD,1d,fx_sl3_rr2,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
2,alphatrend,EURUSD,1d,fx_sl5_rr1,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
2,alphatrend,EURUSD,1d,fx_sl5_rr2,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
2,alphatrend,EURUSD,1d,native_flip,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,EURUSD,1d,fx_sl3_rr1,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,EURUSD,1d,fx_sl3_rr2,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,EURUSD,1d,fx_sl5_rr1,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,EURUSD,1d,fx_sl5_rr2,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
3,macross,EURUSD,1d,native_flip,2026-06-11,2026-07-11,IS,0,,,,,,no_trades,"1-month window, costs included"
1,utbot,XAUUSD,5m,fx_sl3_rr1,2026-06-11,2026-07-11,IS,618,0.0,0.0,-8.32,-8.31,-1.937,fail,"1-month window, costs included"
1,utbot,XAUUSD,5m,fx_sl3_rr2,2026-06-11,2026-07-11,IS,618,28.0,0.08,-7.18,-7.2,-1.66,fail,"1-month window, costs included"
1,utbot,XAUUSD,5m,fx_sl5_rr1,2026-06-11,2026-07-11,IS,618,30.1,0.02,-9.25,-9.25,-1.298,fail,"1-month window, costs included"
1,utbot,XAUUSD,5m,fx_sl5_rr2,2026-06-11,2026-07-11,IS,618,29.9,0.25,-7.23,-7.29,-1.002,fail,"1-month window, costs included"
1,utbot,XAUUSD,5m,native_flip,2026-06-11,2026-07-11,IS,617,36.0,1.0,-0.08,-6.84,,borderline,"1-month window, costs included"
2,alphatrend,XAUUSD,5m,fx_sl3_rr1,2026-06-11,2026-07-11,IS,124,0.0,0.0,-1.88,-1.86,-2.113,fail,"1-month window, costs included"
2,alphatrend,XAUUSD,5m,fx_sl3_rr2,2026-06-11,2026-07-11,IS,124,19.4,0.05,-1.71,-1.69,-1.919,fail,"1-month window, costs included"
2,alphatrend,XAUUSD,5m,fx_sl5_rr1,2026-06-11,2026-07-11,IS,124,21.8,0.01,-2.17,-2.14,-1.465,fail,"1-month window, costs included"
2,alphatrend,XAUUSD,5m,fx_sl5_rr2,2026-06-11,2026-07-11,IS,124,21.8,0.16,-1.85,-1.82,-1.247,fail,"1-month window, costs included"
2,alphatrend,XAUUSD,5m,native_flip,2026-06-11,2026-07-11,IS,123,37.4,1.12,2.71,-4.43,,promising,"1-month window, costs included"
3,macross,XAUUSD,5m,fx_sl3_rr1,2026-06-11,2026-07-11,IS,102,0.0,0.0,-1.41,-1.39,-1.931,fail,"1-month window, costs included"
3,macross,XAUUSD,5m,fx_sl3_rr2,2026-06-11,2026-07-11,IS,102,28.4,0.08,-1.2,-1.19,-1.647,fail,"1-month window, costs included"
3,macross,XAUUSD,5m,fx_sl5_rr1,2026-06-11,2026-07-11,IS,102,28.4,0.02,-1.62,-1.6,-1.331,fail,"1-month window, costs included"
3,macross,XAUUSD,5m,fx_sl5_rr2,2026-06-11,2026-07-11,IS,102,28.4,0.23,-1.28,-1.27,-1.047,fail,"1-month window, costs included"
3,macross,XAUUSD,5m,native_flip,2026-06-11,2026-07-11,IS,101,32.7,0.96,-1.2,-7.03,,borderline,"1-month window, costs included"
1,utbot,XAUUSD,15m,fx_sl3_rr1,2026-06-11,2026-07-11,IS,184,0.0,0.0,-2.54,-2.52,-1.935,fail,"1-month window, costs included"
1,utbot,XAUUSD,15m,fx_sl3_rr2,2026-06-11,2026-07-11,IS,184,28.3,0.08,-2.17,-2.16,-1.652,fail,"1-month window, costs included"
1,utbot,XAUUSD,15m,fx_sl5_rr1,2026-06-11,2026-07-11,IS,184,29.3,0.02,-2.86,-2.85,-1.313,fail,"1-month window, costs included"
1,utbot,XAUUSD,15m,fx_sl5_rr2,2026-06-11,2026-07-11,IS,184,29.3,0.24,-2.23,-2.25,-1.02,fail,"1-month window, costs included"
1,utbot,XAUUSD,15m,native_flip,2026-06-11,2026-07-11,IS,183,36.1,1.11,3.3,-8.48,,promising,"1-month window, costs included"
2,alphatrend,XAUUSD,15m,fx_sl3_rr1,2026-06-11,2026-07-11,IS,40,0.0,0.0,-0.53,-0.51,-1.85,fail,"1-month window, costs included"
2,alphatrend,XAUUSD,15m,fx_sl3_rr2,2026-06-11,2026-07-11,IS,40,32.5,0.1,-0.44,-0.42,-1.525,fail,"1-month window, costs included"
2,alphatrend,XAUUSD,15m,fx_sl5_rr1,2026-06-11,2026-07-11,IS,40,32.5,0.03,-0.6,-0.58,-1.25,fail,"1-month window, costs included"
2,alphatrend,XAUUSD,15m,fx_sl5_rr2,2026-06-11,2026-07-11,IS,40,32.5,0.28,-0.44,-0.42,-0.925,fail,"1-month window, costs included"
2,alphatrend,XAUUSD,15m,native_flip,2026-06-11,2026-07-11,IS,39,41.0,1.1,1.25,-3.61,,borderline,"1-month window, costs included"
3,macross,XAUUSD,15m,fx_sl3_rr1,2026-06-11,2026-07-11,IS,30,0.0,0.0,-0.4,-0.38,-1.833,fail,"1-month window, costs included"
3,macross,XAUUSD,15m,fx_sl3_rr2,2026-06-11,2026-07-11,IS,30,33.3,0.1,-0.32,-0.31,-1.5,fail,"1-month window, costs included"
3,macross,XAUUSD,15m,fx_sl5_rr1,2026-06-11,2026-07-11,IS,30,36.7,0.03,-0.42,-0.4,-1.167,fail,"1-month window, costs included"
3,macross,XAUUSD,15m,fx_sl5_rr2,2026-06-11,2026-07-11,IS,30,36.7,0.33,-0.29,-0.29,-0.8,fail,"1-month window, costs included"
3,macross,XAUUSD,15m,native_flip,2026-06-11,2026-07-11,IS,29,34.5,1.28,3.11,-3.93,,insufficient_n,"1-month window, costs included"
1,utbot,XAUUSD,1h,fx_sl3_rr1,2026-06-11,2026-07-11,IS,51,0.0,0.0,-0.72,-0.71,-1.951,fail,"1-month window, costs included"
1,utbot,XAUUSD,1h,fx_sl3_rr2,2026-06-11,2026-07-11,IS,51,27.5,0.08,-0.62,-0.62,-1.676,fail,"1-month window, costs included"
1,utbot,XAUUSD,1h,fx_sl5_rr1,2026-06-11,2026-07-11,IS,51,27.5,0.02,-0.83,-0.83,-1.351,fail,"1-month window, costs included"
1,utbot,XAUUSD,1h,fx_sl5_rr2,2026-06-11,2026-07-11,IS,51,27.5,0.22,-0.66,-0.68,-1.076,fail,"1-month window, costs included"
